Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date
XXX,journalArticle,2021,"Tri Minh Nguyen, Thomas P Quinn, Thin Nguyen, Truyen Tran",Counterfactual Explanation with Multi-Agent Reinforcement Learning for Drug Target Prediction,,,,,http://arxiv.org/abs/2103.12983v2,"Motivation: Many high-performance DTA models have been proposed, but they are
mostly black-box and thus lack human interpretability. Explainable AI (XAI) can
make DTA models more trustworthy, and can also enable scientists to distill
biological knowledge from the models. Counterfactual explanation is one popular
approach to explaining the behaviour of a deep neural network, which works by
systematically answering the question ""How would the model output change if the
inputs were changed in this way?"". Most counterfactual explanation methods only
operate on single input data. It remains an open problem how to extend
counterfactual-based XAI methods to DTA models, which have two inputs, one for
drug and one for target, that also happen to be discrete in nature.
  Methods: We propose a multi-agent reinforcement learning framework,
Multi-Agent Counterfactual Drug target binding Affinity (MACDA), to generate
counterfactual explanations for the drug-protein complex. Our proposed
framework provides human-interpretable counterfactual instances while
optimizing both the input drug and target for counterfactual generation at the
same time.
  Results: We benchmark the proposed MACDA framework using the Davis dataset
and find that our framework produces more parsimonious explanations with no
loss in explanation validity, as measured by encoding similarity and QED. We
then present a case study involving ABL1 and Nilotinib to demonstrate how MACDA
can explain the behaviour of a DTA model in the underlying substructure
interaction between inputs in its prediction, revealing mechanisms that align
with prior domain knowledge.",2022-11-13 16:01:18
XXX,journalArticle,2021,"Abdullah Khalili, Abdelhamid Bouchachia",Toward Building Science Discovery Machines,,,,,http://arxiv.org/abs/2103.15551v7,"The dream of building machines that can do science has inspired scientists
for decades. Remarkable advances have been made recently; however, we are still
far from achieving this goal. In this paper, we focus on the scientific
discovery process where a high level of reasoning and remarkable
problem-solving ability are required. We review different machine learning
techniques used in scientific discovery with their limitations. We survey and
discuss the main principles driving the scientific discovery process. These
principles are used in different fields and by different scientists to solve
problems and discover new knowledge. We provide many examples of the use of
these principles in different fields such as physics, mathematics, and biology.
We also review AI systems that attempt to implement some of these principles.
We argue that building science discovery machines should be guided by these
principles as an alternative to the dominant approach of current AI systems
that focuses on narrow objectives. Building machines that fully incorporate
these principles in an automated way might open the doors for many
advancements.",2022-11-13 16:01:19
XXX,journalArticle,2021,"The Anh Han, Tom Lenaerts, Francisco C. Santos, Luis Moniz Pereira",Voluntary safety commitments provide an escape from over-regulation in AI development,,,,,http://arxiv.org/abs/2104.03741v1,"With the introduction of Artificial Intelligence (AI) and related
technologies in our daily lives, fear and anxiety about their misuse as well as
the hidden biases in their creation have led to a demand for regulation to
address such issues. Yet blindly regulating an innovation process that is not
well understood, may stifle this process and reduce benefits that society may
gain from the generated technology, even under the best intentions. In this
paper, starting from a baseline model that captures the fundamental dynamics of
a race for domain supremacy using AI technology, we demonstrate how socially
unwanted outcomes may be produced when sanctioning is applied unconditionally
to risk-taking, i.e. potentially unsafe, behaviours. As an alternative to
resolve the detrimental effect of over-regulation, we propose a voluntary
commitment approach wherein technologists have the freedom of choice between
independently pursuing their course of actions or establishing binding
agreements to act safely, with sanctioning of those that do not abide to what
they pledged. Overall, this work reveals for the first time how voluntary
commitments, with sanctions either by peers or an institution, leads to
socially beneficial outcomes in all scenarios envisageable in a short-term race
towards domain supremacy through AI technology. These results are directly
relevant for the design of governance and regulatory policies that aim to
ensure an ethical and responsible AI technology development process.",2022-11-13 16:01:19
XXX,journalArticle,2021,"Dominik Dellermann, Philipp Ebel, Matthias Soellner, Jan Marco Leimeister",Hybrid Intelligence,,,,10.1007/s12599-019-00595-2,http://arxiv.org/abs/2105.00691v1,"Research has a long history of discussing what is superior in predicting
certain outcomes: statistical methods or the human brain. This debate has
repeatedly been sparked off by the remarkable technological advances in the
field of artificial intelligence (AI), such as solving tasks like object and
speech recognition, achieving significant improvements in accuracy through
deep-learning algorithms (Goodfellow et al. 2016), or combining various methods
of computational intelligence, such as fuzzy logic, genetic algorithms, and
case-based reasoning (Medsker 2012). One of the implicit promises that underlie
these advancements is that machines will 1 day be capable of performing complex
tasks or may even supersede humans in performing these tasks. This triggers new
heated debates of when machines will ultimately replace humans (McAfee and
Brynjolfsson 2017). While previous research has proved that AI performs well in
some clearly defined tasks such as playing chess, playing Go or identifying
objects on images, it is doubted that the development of an artificial general
intelligence (AGI) which is able to solve multiple tasks at the same time can
be achieved in the near future (e.g., Russell and Norvig 2016). Moreover, the
use of AI to solve complex business problems in organizational contexts occurs
scarcely, and applications for AI that solve complex problems remain mainly in
laboratory settings instead of being implemented in practice. Since the road to
AGI is still a long one, we argue that the most likely paradigm for the
division of labor between humans and machines in the next decades is Hybrid
Intelligence. This concept aims at using the complementary strengths of human
intelligence and AI, so that they can perform better than each of the two could
separately (e.g., Kamar 2016).",2022-11-13 16:01:20
XXX,journalArticle,2021,Beren Millidge,Towards a Mathematical Theory of Abstraction,,,,,http://arxiv.org/abs/2106.01826v2,"While the utility of well-chosen abstractions for understanding and
predicting the behaviour of complex systems is well appreciated, precisely what
an abstraction $\textit{is}$ has so far has largely eluded mathematical
formalization. In this paper, we aim to set out a mathematical theory of
abstraction. We provide a precise characterisation of what an abstraction is
and, perhaps more importantly, suggest how abstractions can be learnt directly
from data both for static datasets and for dynamical systems. We define an
abstraction to be a small set of `summaries' of a system which can be used to
answer a set of queries about the system or its behaviour. The difference
between the ground truth behaviour of the system on the queries and the
behaviour of the system predicted only by the abstraction provides a measure of
the `leakiness' of the abstraction which can be used as a loss function to
directly learn abstractions from data. Our approach can be considered a
generalization of classical statistics where we are not interested in
reconstructing `the data' in full, but are instead only concerned with
answering a set of arbitrary queries about the data. While highly theoretical,
our results have deep implications for statistical inference and machine
learning and could be used to develop explicit methods for learning precise
kinds of abstractions directly from data.",2022-11-13 16:01:20
XXX,journalArticle,2021,"Youri Coppens, Denis Steckelmacher, Catholijn M. Jonker, Ann Nowé",Synthesising Reinforcement Learning Policies through Set-Valued Inductive Rule Learning,"Trustworthy AI - Integrating Learning, Optimization and Reasoning
  (2021), Lecture Notes in Computer Science, vol. 12641, pp. 163-179",,,10.1007/978-3-030-73959-1_15,http://arxiv.org/abs/2106.06009v1,"Today's advanced Reinforcement Learning algorithms produce black-box
policies, that are often difficult to interpret and trust for a person. We
introduce a policy distilling algorithm, building on the CN2 rule mining
algorithm, that distills the policy into a rule-based decision system. At the
core of our approach is the fact that an RL process does not just learn a
policy, a mapping from states to actions, but also produces extra
meta-information, such as action values indicating the quality of alternative
actions. This meta-information can indicate whether more than one action is
near-optimal for a certain state. We extend CN2 to make it able to leverage
knowledge about equally-good actions to distill the policy into fewer rules,
increasing its interpretability by a person. Then, to ensure that the rules
explain a valid, non-degenerate policy, we introduce a refinement algorithm
that fine-tunes the rules to obtain good performance when executed in the
environment. We demonstrate the applicability of our algorithm on the Mario AI
benchmark, a complex task that requires modern reinforcement learning
algorithms including neural networks. The explanations we produce capture the
learned policy in only a few rules, that allow a person to understand what the
black-box agent learned. Source code:
https://gitlab.ai.vub.ac.be/yocoppen/svcn2",2022-11-13 16:01:21
XXX,journalArticle,2021,"Arwa Alanqary, Gloria Z. Lin, Joie Le, Tan Zhi-Xuan, Vikash K. Mansinghka, Joshua B. Tenenbaum",Modeling the Mistakes of Boundedly Rational Agents Within a Bayesian Theory of Mind,,,,,http://arxiv.org/abs/2106.13249v1,"When inferring the goals that others are trying to achieve, people
intuitively understand that others might make mistakes along the way. This is
crucial for activities such as teaching, offering assistance, and deciding
between blame or forgiveness. However, Bayesian models of theory of mind have
generally not accounted for these mistakes, instead modeling agents as mostly
optimal in achieving their goals. As a result, they are unable to explain
phenomena like locking oneself out of one's house, or losing a game of chess.
Here, we extend the Bayesian Theory of Mind framework to model boundedly
rational agents who may have mistaken goals, plans, and actions. We formalize
this by modeling agents as probabilistic programs, where goals may be confused
with semantically similar states, plans may be misguided due to
resource-bounded planning, and actions may be unintended due to execution
errors. We present experiments eliciting human goal inferences in two domains:
(i) a gridworld puzzle with gems locked behind doors, and (ii) a block-stacking
domain. Our model better explains human inferences than alternatives, while
generalizing across domains. These findings indicate the importance of modeling
others as bounded agents, in order to account for the full richness of human
intuitive psychology.",2022-11-13 16:01:21
XXX,journalArticle,2021,"Yisroel Mirsky, Ambra Demontis, Jaidip Kotak, Ram Shankar, Deng Gelei, Liu Yang, Xiangyu Zhang, Wenke Lee, Yuval Elovici, Battista Biggio",The Threat of Offensive AI to Organizations,,,,,http://arxiv.org/abs/2106.15764v1,"AI has provided us with the ability to automate tasks, extract information
from vast amounts of data, and synthesize media that is nearly
indistinguishable from the real thing. However, positive tools can also be used
for negative purposes. In particular, cyber adversaries can use AI (such as
machine learning) to enhance their attacks and expand their campaigns.
  Although offensive AI has been discussed in the past, there is a need to
analyze and understand the threat in the context of organizations. For example,
how does an AI-capable adversary impact the cyber kill chain? Does AI benefit
the attacker more than the defender? What are the most significant AI threats
facing organizations today and what will be their impact on the future?
  In this survey, we explore the threat of offensive AI on organizations.
First, we present the background and discuss how AI changes the adversary's
methods, strategies, goals, and overall attack model. Then, through a
literature review, we identify 33 offensive AI capabilities which adversaries
can use to enhance their attacks. Finally, through a user study spanning
industry and academia, we rank the AI threats and provide insights on the
adversaries.",2022-11-13 16:01:21
XXX,journalArticle,2021,Dorien Herremans,aiSTROM -- A roadmap for developing a successful AI strategy,"IEEE Access, 2021",,,10.1109/ACCESS.2021.3127548,http://arxiv.org/abs/2107.06071v2,"A total of 34% of AI research and development projects fails or are
abandoned, according to a recent survey by Rackspace Technology of 1,870
companies. We propose a new strategic framework, aiSTROM, that empowers
managers to create a successful AI strategy based on a thorough literature
review. This provides a unique and integrated approach that guides managers and
lead developers through the various challenges in the implementation process.
In the aiSTROM framework, we start by identifying the top n potential projects
(typically 3-5). For each of those, seven areas of focus are thoroughly
analysed. These areas include creating a data strategy that takes into account
unique cross-departmental machine learning data requirements, security, and
legal requirements. aiSTROM then guides managers to think about how to put
together an interdisciplinary artificial intelligence (AI) implementation team
given the scarcity of AI talent. Once an AI team strategy has been established,
it needs to be positioned within the organization, either cross-departmental or
as a separate division. Other considerations include AI as a service (AIaas),
or outsourcing development. Looking at new technologies, we have to consider
challenges such as bias, legality of black-box-models, and keeping humans in
the loop. Next, like any project, we need value-based key performance
indicators (KPIs) to track and validate the progress. Depending on the
company's risk-strategy, a SWOT analysis (strengths, weaknesses, opportunities,
and threats) can help further classify the shortlisted projects. Finally, we
should make sure that our strategy includes continuous education of employees
to enable a culture of adoption. This unique and comprehensive framework offers
a valuable, literature supported, tool for managers and lead developers.",2022-11-13 16:01:22
XXX,journalArticle,2021,Desmond C. Ong,An Ethical Framework for Guiding the Development of Affectively-Aware Artificial Intelligence,,,,,http://arxiv.org/abs/2107.13734v1,"The recent rapid advancements in artificial intelligence research and
deployment have sparked more discussion about the potential ramifications of
socially- and emotionally-intelligent AI. The question is not if research can
produce such affectively-aware AI, but when it will. What will it mean for
society when machines -- and the corporations and governments they serve -- can
""read"" people's minds and emotions? What should developers and operators of
such AI do, and what should they not do? The goal of this article is to
pre-empt some of the potential implications of these developments, and propose
a set of guidelines for evaluating the (moral and) ethical consequences of
affectively-aware AI, in order to guide researchers, industry professionals,
and policy-makers. We propose a multi-stakeholder analysis framework that
separates the ethical responsibilities of AI Developers vis-\`a-vis the
entities that deploy such AI -- which we term Operators. Our analysis produces
two pillars that clarify the responsibilities of each of these stakeholders:
Provable Beneficence, which rests on proving the effectiveness of the AI, and
Responsible Stewardship, which governs responsible collection, use, and storage
of data and the decisions made from such data. We end with recommendations for
researchers, developers, operators, as well as regulators and law-makers.",2022-11-13 16:01:23
XXX,journalArticle,2021,"Marianna Bergamaschi Ganapini, Murray Campbell, Francesco Fabiano, Lior Horesh, Jon Lenchner, Andrea Loreggia, Nicholas Mattei, Francesca Rossi, Biplav Srivastava, Kristen Brent Venable",Thinking Fast and Slow in AI: the Role of Metacognition,,,,,http://arxiv.org/abs/2110.01834v1,"AI systems have seen dramatic advancement in recent years, bringing many
applications that pervade our everyday life. However, we are still mostly
seeing instances of narrow AI: many of these recent developments are typically
focused on a very limited set of competencies and goals, e.g., image
interpretation, natural language processing, classification, prediction, and
many others. Moreover, while these successes can be accredited to improved
algorithms and techniques, they are also tightly linked to the availability of
huge datasets and computational power. State-of-the-art AI still lacks many
capabilities that would naturally be included in a notion of (human)
intelligence.
  We argue that a better study of the mechanisms that allow humans to have
these capabilities can help us understand how to imbue AI systems with these
competencies. We focus especially on D. Kahneman's theory of thinking fast and
slow, and we propose a multi-agent AI architecture where incoming problems are
solved by either system 1 (or ""fast"") agents, that react by exploiting only
past experience, or by system 2 (or ""slow"") agents, that are deliberately
activated when there is the need to reason and search for optimal solutions
beyond what is expected from the system 1 agent. Both kinds of agents are
supported by a model of the world, containing domain knowledge about the
environment, and a model of ""self"", containing information about past actions
of the system and solvers' skills.",2022-11-13 16:01:23
XXX,journalArticle,2021,"Shahar Avin, Haydn Belfield, Miles Brundage, Gretchen Krueger, Jasmine Wang, Adrian Weller, Markus Anderljung, Igor Krawczuk, David Krueger, Jonathan Lebensold, Tegan Maharaj, Noa Zilberman",Filling gaps in trustworthy development of AI,"Science (2021) Vol 374, Issue 6573, pp. 1327-1329",,,10.1126/science.abi7176,http://arxiv.org/abs/2112.07773v1,"The range of application of artificial intelligence (AI) is vast, as is the
potential for harm. Growing awareness of potential risks from AI systems has
spurred action to address those risks, while eroding confidence in AI systems
and the organizations that develop them. A 2019 study found over 80
organizations that published and adopted ""AI ethics principles'', and more have
joined since. But the principles often leave a gap between the ""what"" and the
""how"" of trustworthy AI development. Such gaps have enabled questionable or
ethically dubious behavior, which casts doubts on the trustworthiness of
specific organizations, and the field more broadly. There is thus an urgent
need for concrete methods that both enable AI developers to prevent harm and
allow them to demonstrate their trustworthiness through verifiable behavior.
Below, we explore mechanisms (drawn from arXiv:2004.07213) for creating an
ecosystem where AI developers can earn trust - if they are trustworthy. Better
assessment of developer trustworthiness could inform user choice, employee
actions, investment decisions, legal recourse, and emerging governance regimes.",2022-11-13 16:01:23
XXX,journalArticle,2022,"Enrique Iglesias, Samaneh Jozashoori, Maria-Esther Vidal",Scaling Up Knowledge Graph Creation to Large and Heterogeneous Data Sources,,,,,http://arxiv.org/abs/2201.09694v3,"RDF knowledge graphs (KG) are powerful data structures to represent factual
statements created from heterogeneous data sources. KG creation is laborious
and demands data management techniques to be executed efficiently. This paper
tackles the problem of the automatic generation of KG creation processes
declaratively specified; it proposes techniques for planning and transforming
heterogeneous data into RDF triples following mapping assertions specified in
the RDF Mapping Language (RML). Given a set of mapping assertions, the planner
provides an optimized execution plan by partitioning and scheduling the
execution of the assertions. First, the planner assesses an optimized number of
partitions considering the number of data sources, type of mapping assertions,
and the associations between different assertions. After providing a list of
partitions and assertions that belong to each partition, the planner determines
their execution order. A greedy algorithm is implemented to generate the
partitions' bushy tree execution plan. Bushy tree plans are translated into
operating system commands that guide the execution of the partitions of the
mapping assertions in the order indicated by the bushy tree. The proposed
optimization approach is evaluated over state-of-the-art RML-compliant engines,
and existing benchmarks of data sources and RML triples maps. Our experimental
results suggest that the performance of the studied engines can be considerably
improved, particularly in a complex setting with numerous triples maps and
large data sources. As a result, engines that time out in complex cases are
enabled to produce at least a portion of the KG applying the planner.",2022-11-13 16:01:24
XXX,journalArticle,2022,"Chacha Chen, Shi Feng, Amit Sharma, Chenhao Tan",Machine Explanations and Human Understanding,,,,,http://arxiv.org/abs/2202.04092v1,"Explanations are hypothesized to improve human understanding of machine
learning models and achieve a variety of desirable outcomes, ranging from model
debugging to enhancing human decision making. However, empirical studies have
found mixed and even negative results. An open question, therefore, is under
what conditions explanations can improve human understanding and in what way.
Using adapted causal diagrams, we provide a formal characterization of the
interplay between machine explanations and human understanding, and show how
human intuitions play a central role in enabling human understanding.
Specifically, we identify three core concepts of interest that cover all
existing quantitative measures of understanding in the context of human-AI
decision making: task decision boundary, model decision boundary, and model
error. Our key result is that without assumptions about task-specific
intuitions, explanations may potentially improve human understanding of model
decision boundary, but they cannot improve human understanding of task decision
boundary or model error. To achieve complementary human-AI performance, we
articulate possible ways on how explanations need to work with human
intuitions. For instance, human intuitions about the relevance of features
(e.g., education is more important than age in predicting a person's income)
can be critical in detecting model error. We validate the importance of human
intuitions in shaping the outcome of machine explanations with empirical
human-subject studies. Overall, our work provides a general framework along
with actionable implications for future algorithmic development and empirical
experiments of machine explanations.",2022-11-13 16:01:25
XXX,journalArticle,2022,"Kailas Vodrahalli, Tobias Gerstenberg, James Zou",Uncalibrated Models Can Improve Human-AI Collaboration,,,,,http://arxiv.org/abs/2202.05983v3,"In many practical applications of AI, an AI model is used as a decision aid
for human users. The AI provides advice that a human (sometimes) incorporates
into their decision-making process. The AI advice is often presented with some
measure of ""confidence"" that the human can use to calibrate how much they
depend on or trust the advice. In this paper, we present an initial exploration
that suggests showing AI models as more confident than they actually are, even
when the original AI is well-calibrated, can improve human-AI performance
(measured as the accuracy and confidence of the human's final prediction after
seeing the AI advice). We first train a model to predict human incorporation of
AI advice using data from thousands of human-AI interactions. This enables us
to explicitly estimate how to transform the AI's prediction confidence, making
the AI uncalibrated, in order to improve the final human prediction. We
empirically validate our results across four different tasks--dealing with
images, text and tabular data--involving hundreds of human participants. We
further support our findings with simulation analysis. Our findings suggest the
importance of jointly optimizing the human-AI system as opposed to the standard
paradigm of optimizing the AI model alone.",2022-11-13 16:01:25
XXX,journalArticle,2022,Richard S. Sutton,The Quest for a Common Model of the Intelligent Decision Maker,,,,,http://arxiv.org/abs/2202.13252v3,"The premise of the Multi-disciplinary Conference on Reinforcement Learning
and Decision Making is that multiple disciplines share an interest in
goal-directed decision making over time. The idea of this paper is to sharpen
and deepen this premise by proposing a perspective on the decision maker that
is substantive and widely held across psychology, artificial intelligence,
economics, control theory, and neuroscience, which I call the ""common model of
the intelligent agent"". The common model does not include anything specific to
any organism, world, or application domain. The common model does include
aspects of the decision maker's interaction with its world (there must be input
and output, and a goal) and internal components of the decision maker (for
perception, decision-making, internal evaluation, and a world model). I
identify these aspects and components, note that they are given different names
in different disciplines but refer essentially to the same ideas, and discuss
the challenges and benefits of devising a neutral terminology that can be used
across disciplines. It is time to recognize and build on the convergence of
multiple diverse disciplines on a substantive common model of the intelligent
agent.",2022-11-13 16:01:26
XXX,journalArticle,2022,"Sreejan Kumar, Ishita Dasgupta, Raja Marjieh, Nathaniel D. Daw, Jonathan D. Cohen, Thomas L. Griffiths",Disentangling Abstraction from Statistical Pattern Matching in Human and Machine Learning,,,,,http://arxiv.org/abs/2204.01437v2,"The ability to acquire abstract knowledge is a hallmark of human intelligence
and is believed by many to be one of the core differences between humans and
neural network models. Agents can be endowed with an inductive bias towards
abstraction through meta-learning, where they are trained on a distribution of
tasks that share some abstract structure that can be learned and applied.
However, because neural networks are hard to interpret, it can be difficult to
tell whether agents have learned the underlying abstraction, or alternatively
statistical patterns that are characteristic of that abstraction. In this work,
we compare the performance of humans and agents in a meta-reinforcement
learning paradigm in which tasks are generated from abstract rules. We define a
novel methodology for building ""task metamers"" that closely match the
statistics of the abstract tasks but use a different underlying generative
process, and evaluate performance on both abstract and metamer tasks. In our
first set of experiments, we found that humans perform better at abstract tasks
than metamer tasks whereas a widely-used meta-reinforcement learning agent
performs worse on the abstract tasks than the matched metamers. In a second set
of experiments, we base the tasks on abstractions derived directly from
empirically identified human priors. We utilize the same procedure to generate
corresponding metamer tasks, and see the same double dissociation between
humans and agents. This work provides a foundation for characterizing
differences between humans and machine learning that can be used in future work
towards developing machines with human-like behavior.",2022-11-13 16:01:26
XXX,journalArticle,2022,"Theodore R. Sumers, Robert D. Hawkins, Mark K. Ho, Thomas L. Griffiths, Dylan Hadfield-Menell",Linguistic communication as (inverse) reward design,,,,,http://arxiv.org/abs/2204.05091v1,"Natural language is an intuitive and expressive way to communicate reward
information to autonomous agents. It encompasses everything from concrete
instructions to abstract descriptions of the world. Despite this, natural
language is often challenging to learn from: it is difficult for machine
learning methods to make appropriate inferences from such a wide range of
input. This paper proposes a generalization of reward design as a unifying
principle to ground linguistic communication: speakers choose utterances to
maximize expected rewards from the listener's future behaviors. We first extend
reward design to incorporate reasoning about unknown future states in a linear
bandit setting. We then define a speaker model which chooses utterances
according to this objective. Simulations show that short-horizon speakers
(reasoning primarily about a single, known state) tend to use instructions,
while long-horizon speakers (reasoning primarily about unknown, future states)
tend to describe the reward function. We then define a pragmatic listener which
performs inverse reward design by jointly inferring the speaker's latent
horizon and rewards. Our findings suggest that this extension of reward design
to linguistic communication, including the notion of a latent speaker horizon,
is a promising direction for achieving more robust alignment outcomes from
natural language supervision.",2022-11-13 16:01:27
XXX,journalArticle,2022,"Huili Chen, Xinqiao Zhang, Ke Huang, Farinaz Koushanfar",AdaTest:Reinforcement Learning and Adaptive Sampling for On-chip Hardware Trojan Detection,,,,,http://arxiv.org/abs/2204.06117v1,"This paper proposes AdaTest, a novel adaptive test pattern generation
framework for efficient and reliable Hardware Trojan (HT) detection. HT is a
backdoor attack that tampers with the design of victim integrated circuits
(ICs). AdaTest improves the existing HT detection techniques in terms of
scalability and accuracy of detecting smaller Trojans in the presence of noise
and variations. To achieve high trigger coverage, AdaTest leverages
Reinforcement Learning (RL) to produce a diverse set of test inputs.
Particularly, we progressively generate test vectors with high reward values in
an iterative manner. In each iteration, the test set is evaluated and
adaptively expanded as needed. Furthermore, AdaTest integrates adaptive
sampling to prioritize test samples that provide more information for HT
detection, thus reducing the number of samples while improving the sample
quality for faster exploration. We develop AdaTest with a Software/Hardware
co-design principle and provide an optimized on-chip architecture solution.
AdaTest's architecture minimizes the hardware overhead in two ways:(i)
Deploying circuit emulation on programmable hardware to accelerate reward
evaluation of the test input; (ii) Pipelining each computation stage in AdaTest
by automatically constructing auxiliary circuit for test input generation,
reward evaluation, and adaptive sampling. We evaluate AdaTest's performance on
various HT benchmarks and compare it with two prior works that use logic
testing for HT detection. Experimental results show that AdaTest engenders up
to two orders of test generation speedup and two orders of test set size
reduction compared to the prior works while achieving the same level or higher
Trojan detection rate.",2022-11-13 16:01:27
XXX,journalArticle,2022,"Jennafer S. Roberts, Laura N. Montoya","Contextualizing Artificially Intelligent Morality: A Meta-Ethnography of Top-Down, Bottom-Up, and Hybrid Models for Theoretical and Applied Ethics in Artificial Intelligence",,,,,http://arxiv.org/abs/2204.07612v2,"In this meta-ethnography, we explore three different angles of ethical
artificial intelligence (AI) design implementation including the philosophical
ethical viewpoint, the technical perspective, and framing through a political
lens. Our qualitative research includes a literature review that highlights the
cross-referencing of these angles by discussing the value and drawbacks of
contrastive top-down, bottom-up, and hybrid approaches previously published.
The novel contribution to this framework is the political angle, which
constitutes ethics in AI either being determined by corporations and
governments and imposed through policies or law (coming from the top), or
ethics being called for by the people (coming from the bottom), as well as
top-down, bottom-up, and hybrid technicalities of how AI is developed within a
moral construct and in consideration of its users, with expected and unexpected
consequences and long-term impact in the world. There is a focus on
reinforcement learning as an example of a bottom-up applied technical approach
and AI ethics principles as a practical top-down approach. This investigation
includes real-world case studies to impart a global perspective, as well as
philosophical debate on the ethics of AI and theoretical future thought
experimentation based on historical facts, current world circumstances, and
possible ensuing realities.",2022-11-13 16:01:28
XXX,journalArticle,2022,"Zhenghua Chen, Min Wu, Alvin Chan, Xiaoli Li, Yew-Soon Ong",A Survey on AI Sustainability: Emerging Trends on Learning Algorithms and Research Challenges,,,,,http://arxiv.org/abs/2205.03824v1,"Artificial Intelligence (AI) is a fast-growing research and development (R&D)
discipline which is attracting increasing attention because of its promises to
bring vast benefits for consumers and businesses, with considerable benefits
promised in productivity growth and innovation. To date it has reported
significant accomplishments in many areas that have been deemed as challenging
for machines, ranging from computer vision, natural language processing, audio
analysis to smart sensing and many others. The technical trend in realizing the
successes has been towards increasing complex and large size AI models so as to
solve more complex problems at superior performance and robustness. This rapid
progress, however, has taken place at the expense of substantial environmental
costs and resources. Besides, debates on the societal impacts of AI, such as
fairness, safety and privacy, have continued to grow in intensity. These issues
have presented major concerns pertaining to the sustainable development of AI.
In this work, we review major trends in machine learning approaches that can
address the sustainability problem of AI. Specifically, we examine emerging AI
methodologies and algorithms for addressing the sustainability issue of AI in
two major aspects, i.e., environmental sustainability and social sustainability
of AI. We will also highlight the major limitations of existing studies and
propose potential research challenges and directions for the development of
next generation of sustainable AI techniques. We believe that this technical
review can help to promote a sustainable development of AI R&D activities for
the research community.",2022-11-13 16:01:29
XXX,journalArticle,2022,"Sascha Saralajew, Ammar Shaker, Zhao Xu, Kiril Gashteovski, Bhushan Kotnis, Wiem Ben Rim, Jürgen Quittek, Carolin Lawrence",A Human-Centric Assessment Framework for AI,,,,,http://arxiv.org/abs/2205.12749v2,"With the rise of AI systems in real-world applications comes the need for
reliable and trustworthy AI. An essential aspect of this are explainable AI
systems. However, there is no agreed standard on how explainable AI systems
should be assessed. Inspired by the Turing test, we introduce a human-centric
assessment framework where a leading domain expert accepts or rejects the
solutions of an AI system and another domain expert. By comparing the
acceptance rates of provided solutions, we can assess how the AI system
performs compared to the domain expert, and whether the AI system's
explanations (if provided) are human-understandable. This setup -- comparable
to the Turing test -- can serve as a framework for a wide range of
human-centric AI system assessments. We demonstrate this by presenting two
instantiations: (1) an assessment that measures the classification accuracy of
a system with the option to incorporate label uncertainties; (2) an assessment
where the usefulness of provided explanations is determined in a human-centric
manner.",2022-11-13 16:01:29
XXX,journalArticle,2022,"Yushi Cao, Zhiming Li, Tianpei Yang, Hao Zhang, Yan Zheng, Yi Li, Jianye Hao, Yang Liu",GALOIS: Boosting Deep Reinforcement Learning via Generalizable Logic Synthesis,,,,,http://arxiv.org/abs/2205.13728v1,"Despite achieving superior performance in human-level control problems,
unlike humans, deep reinforcement learning (DRL) lacks high-order intelligence
(e.g., logic deduction and reuse), thus it behaves ineffectively than humans
regarding learning and generalization in complex problems. Previous works
attempt to directly synthesize a white-box logic program as the DRL policy,
manifesting logic-driven behaviors. However, most synthesis methods are built
on imperative or declarative programming, and each has a distinct limitation,
respectively. The former ignores the cause-effect logic during synthesis,
resulting in low generalizability across tasks. The latter is strictly
proof-based, thus failing to synthesize programs with complex hierarchical
logic. In this paper, we combine the above two paradigms together and propose a
novel Generalizable Logic Synthesis (GALOIS) framework to synthesize
hierarchical and strict cause-effect logic programs. GALOIS leverages the
program sketch and defines a new sketch-based hybrid program language for
guiding the synthesis. Based on that, GALOIS proposes a sketch-based program
synthesis method to automatically generate white-box programs with
generalizable and interpretable cause-effect logic. Extensive evaluations on
various decision-making tasks with complex logic demonstrate the superiority of
GALOIS over mainstream baselines regarding the asymptotic performance,
generalizability, and great knowledge reusability across different
environments.",2022-11-13 16:01:30
XXX,journalArticle,2022,"Kuang-Huei Lee, Ofir Nachum, Mengjiao Yang, Lisa Lee, Daniel Freeman, Winnie Xu, Sergio Guadarrama, Ian Fischer, Eric Jang, Henryk Michalewski, Igor Mordatch",Multi-Game Decision Transformers,,,,,http://arxiv.org/abs/2205.15241v2,"A longstanding goal of the field of AI is a method for learning a highly
capable, generalist agent from diverse experience. In the subfields of vision
and language, this was largely achieved by scaling up transformer-based models
and training them on large, diverse datasets. Motivated by this progress, we
investigate whether the same strategy can be used to produce generalist
reinforcement learning agents. Specifically, we show that a single
transformer-based model - with a single set of weights - trained purely offline
can play a suite of up to 46 Atari games simultaneously at close-to-human
performance. When trained and evaluated appropriately, we find that the same
trends observed in language and vision hold, including scaling of performance
with model size and rapid adaptation to new games via fine-tuning. We compare
several approaches in this multi-game setting, such as online and offline RL
methods and behavioral cloning, and find that our Multi-Game Decision
Transformer models offer the best scalability and performance. We release the
pre-trained models and code to encourage further research in this direction.",2022-11-13 16:01:30
